qualifyId,raceId,driverId,driverFullName,constructorId,number,position,q1,q2,q3
392,20,19,Nikita Mazepin,4,9,12,1:20.742,1:20.595,
393,20,29,Mick Schumacher,4,47,13,1:21.242,1:20.989,
394,20,31,Yuki Tsunoda,8,22,14,1:21.365,1:21.247,
395,20,21,Esteban Ocon,1,31,15,1:21.613,1:21.602,
396,20,15,Nicholas Latifi,10,6,16,1:22.017,,
397,20,25,Daniel Ricciardo,6,3,17,1:22.737,,
398,20,11,Antonio Giovinazzi,5,99,18,1:23.014,,
399,20,26,George Russell,10,63,19,1:23.251,,
400,20,24,Kimi Raikkonen,5,7,20,1:22.941,,
401,21,17,Charles Leclerc,3,16,1,1:17.734,1:17.391,1:17.344
402,21,13,Lewis Hamilton,7,44,2,1:18.123,1:18.074,1:18.009
403,21,22,Sergio Perez,9,11,3,1:18.176,1:17.915,1:17.820
404,21,27,Carlos Sainz,3,55,4,1:18.493,1:18.207,1:18.192
405,21,32,Max Verstappen,9,33,5,1:19.258,1:18.966,1:18.768
406,21,10,Pierre Gasly,8,10,6,1:19.487,1:19.366,1:19.321
407,21,20,Lando Norris,6,4,7,1:19.805,1:19.758,1:19.583
408,21,21,Esteban Ocon,1,31,8,1:20.022,1:19.929,1:19.812
409,21,30,Lance Stroll,2,18,9,1:20.469,1:20.141,1:20.177
410,21,6,Valtteri Bottas,7,77,10,1:20.428,1:20.312,1:20.097
411,21,29,Mick Schumacher,4,47,11,1:20.462,1:20.357,
412,21,15,Nicholas Latifi,10,6,12,1:21.091,1:20.959,
413,21,33,Sebastian Vettel,2,5,13,1:21.662,1:21.367,
414,21,19,Nikita Mazepin,4,9,14,1:21.742,1:21.756,
415,21,26,George Russell,10,63,15,1:21.974,1:21.661,
416,21,24,Kimi Raikkonen,5,7,16,1:21.882,,
417,21,2,Fernando Alonso,1,14,17,1:22.409,,
418,21,31,Yuki Tsunoda,8,22,18,1:22.982,,
419,21,11,Antonio Giovinazzi,5,99,19,1:22.791,,
420,21,25,Daniel Ricciardo,6,3,20,1:22.987,,
421,22,32,Max Verstappen,9,33,1,1:17.920,1:17.788,1:17.718
422,22,13,Lewis Hamilton,7,44,2,1:18.561,1:18.341,1:18.302
423,22,6,Valtteri Bottas,7,77,3,1:18.316,1:18.317,1:18.329
424,22,22,Sergio Perez,9,11,4,1:18.508,1:18.204,1:18.017
425,22,27,Carlos Sainz,3,55,5,1:18.815,1:18.686,1:18.505
426,22,20,Lando Norris,6,4,6,1:19.762,1:19.790,1:19.750
427,22,21,Esteban Ocon,1,31,7,1:19.413,1:19.347,1:19.147
428,22,2,Fernando Alonso,1,14,8,1:20.160,1:20.097,1:20.154
429,22,10,Pierre Gasly,8,10,9,1:20.177,1:20.170,1:20.002
430,22,33,Sebastian Vettel,2,5,10,1:20.540,1:20.371,1:20.357
431,22,17,Charles Leclerc,3,16,11,1:21.138,1:20.814,
432,22,26,George Russell,10,63,12,1:20.974,1:20.931,
433,22,25,Daniel Ricciardo,6,3,13,1:21.279,1:21.109,
434,22,19,Nikita Mazepin,4,9,14,1:21.346,1:21.291,
435,22,15,Nicholas Latifi,10,6,15,1:22.039,1:21.797,
436,22,29,Mick Schumacher,4,47,16,1:21.958,,
437,22,31,Yuki Tsunoda,8,22,17,1:22.752,,
438,22,11,Antonio Giovinazzi,5,99,18,1:22.853,,
439,22,24,Kimi Raikkonen,5,7,19,1:22.869,,
440,22,30,Lance Stroll,2,18,20,1:23.030,,
441,23,17,Charles Leclerc,3,16,1,1:18.179,1:18.165,1:18.140
442,23,27,Carlos Sainz,3,55,2,1:17.951,1:17.673,1:17.458
443,23,13,Lewis Hamilton,7,44,3,1:18.253,1:18.285,1:18.326
444,23,26,George Russell,7,63,4,1:18.660,1:18.502,1:18.486
445,23,33,Sebastian Vettel,2,5,5,1:19.184,1:19.008,1:18.858
446,23,32,Max Verstappen,9,1,6,1:19.378,1:19.187,1:19.123
447,23,6,Valtteri Bottas,5,77,7,1:20.075,1:20.015,1:19.828
448,23,18,Kevin Magnussen,4,20,8,1:19.613,1:19.342,1:19.192
449,23,20,Lando Norris,6,4,9,1:20.612,1:20.578,1:20.373
450,23,34,Guanyu Zhou,5,24,10,1:20.810,1:20.501,1:20.410
451,23,29,Mick Schumacher,4,47,11,1:20.853,1:20.841,
452,23,10,Pierre Gasly,8,10,12,1:21.114,1:21.012,
453,23,25,Daniel Ricciardo,6,3,13,1:21.581,1:21.457,
454,23,2,Fernando Alonso,1,14,14,1:21.664,1:21.453,
455,23,30,Lance Stroll,2,18,15,1:21.740,1:21.776,
456,23,31,Yuki Tsunoda,8,22,16,1:22.324,,
457,23,15,Nicholas Latifi,10,6,17,1:22.196,,
458,23,1,Alexander Albon,10,23,18,1:22.713,,
459,23,22,Sergio Perez,9,11,19,1:23.080,,
460,23,21,Esteban Ocon,1,31,20,1:23.033,,
461,24,17,Charles Leclerc,3,16,1,1:18.145,1:18.155,1:18.042
462,24,32,Max Verstappen,9,1,2,1:18.392,1:18.328,1:18.279
463,24,13,Lewis Hamilton,7,44,3,1:18.233,1:18.086,1:17.877
464,24,26,George Russell,7,63,4,1:18.886,1:18.545,1:18.550
465,24,22,Sergio Perez,9,11,5,1:18.799,1:18.609,1:18.673
466,24,27,Carlos Sainz,3,55,6,1:19.439,1:19.382,1:19.359
467,24,6,Valtteri Bottas,5,77,7,1:20.006,1:19.983,1:19.966
468,24,21,Esteban Ocon,1,31,8,1:19.856,1:19.564,1:19.541
469,24,18,Kevin Magnussen,4,20,9,1:19.861,1:19.677,1:19.534
470,24,20,Lando Norris,6,4,10,1:20.752,1:20.637,1:20.592
471,24,10,Pierre Gasly,8,10,11,1:20.490,1:20.363,
472,24,34,Guanyu Zhou,5,24,12,1:20.788,1:20.562,
473,24,15,Nicholas Latifi,10,6,13,1:21.406,1:21.357,
474,24,31,Yuki Tsunoda,8,22,14,1:21.650,1:21.568,
475,24,33,Sebastian Vettel,2,5,15,1:21.600,1:21.452,
476,24,25,Daniel Ricciardo,6,3,16,1:22.117,,
477,24,2,Fernando Alonso,1,14,17,1:22.843,,
478,24,29,Mick Schumacher,4,47,18,1:22.707,,
479,24,1,Alexander Albon,10,23,19,1:22.866,,
480,24,30,Lance Stroll,2,18,20,1:23.261,,
481,25,17,Charles Leclerc,3,16,1,1:18.243,1:18.145,1:18.152
482,25,22,Sergio Perez,9,11,2,1:18.652,1:18.590,1:18.656
483,25,26,George Russell,7,63,3,1:18.619,1:18.617,1:18.676
484,25,13,Lewis Hamilton,7,44,4,1:19.098,1:19.073,1:19.008
485,25,27,Carlos Sainz,3,55,5,1:19.362,1:19.173,1:19.020
486,25,6,Valtteri Bottas,5,77,6,1:19.450,1:19.134,1:19.144
487,25,32,Max Verstappen,9,1,7,1:19.732,1:19.705,1:19.630
488,25,10,Pierre Gasly,8,10,8,1:19.841,1:19.793,1:19.591
489,25,2,Fernando Alonso,1,14,9,1:20.200,1:20.109,1:19.916
490,25,30,Lance Stroll,2,18,10,1:20.437,1:20.323,1:20.324
491,25,18,Kevin Magnussen,4,20,11,1:20.438,1:20.117,
492,25,1,Alexander Albon,10,23,12,1:21.057,1:20.853,
493,25,33,Sebastian Vettel,2,5,13,1:21.038,1:21.018,
494,25,15,Nicholas Latifi,10,6,14,1:21.332,1:21.296,
495,25,25,Daniel Ricciardo,6,3,15,1:22.128,1:22.037,
496,25,34,Guanyu Zhou,5,24,16,1:22.193,,
497,25,29,Mick Schumacher,4,47,17,1:22.553,,
498,25,31,Yuki Tsunoda,8,22,18,1:22.954,,
499,25,21,Esteban Ocon,1,31,19,1:23.207,,
500,25,20,Lando Norris,6,4,20,1:23.676,,
501,26,32,Max Verstappen,9,1,1,1:17.889,1:17.737,1:17.716
502,26,22,Sergio Perez,9,11,2,1:18.673,1:18.496,1:18.292
503,26,17,Charles Leclerc,3,16,3,1:18.806,1:18.787,1:18.728
504,26,27,Carlos Sainz,3,55,4,1:18.507,1:18.325,1:18.143
505,26,33,Sebastian Vettel,2,5,5,1:19.291,1:19.288,1:19.255
506,26,13,Lewis Hamilton,7,44,6,1:19.290,1:19.069,1:18.915
507,26,26,George Russell,7,63,7,1:19.621,1:19.312,1:19.380
508,26,6,Valtteri Bottas,5,77,8,1:20.239,1:19.961,1:19.910
509,26,2,Fernando Alonso,1,14,9,1:20.157,1:20.142,1:20.112
510,26,30,Lance Stroll,2,18,10,1:20.252,1:20.206,1:20.019
511,26,1,Alexander Albon,10,23,11,1:20.717,1:20.653,
512,26,31,Yuki Tsunoda,8,22,12,1:21.065,1:21.044,
513,26,29,Mick Schumacher,4,47,13,1:21.296,1:21.011,
514,26,20,Lando Norris,6,4,14,1:21.926,1:21.935,
515,26,18,Kevin Magnussen,4,20,15,1:22.276,1:22.276,
516,26,10,Pierre Gasly,8,10,16,1:22.339,,
517,26,25,Daniel Ricciardo,6,3,17,1:22.175,,
518,26,34,Guanyu Zhou,5,24,18,1:23.021,,
519,26,15,Nicholas Latifi,10,6,19,1:23.326,,
520,26,21,Esteban Ocon,1,31,20,1:23.353,,
521,27,32,Max Verstappen,9,1,1,1:17.757,1:17.490,1:17.352
522,27,17,Charles Leclerc,3,16,2,1:18.589,1:18.633,1:18.487
523,27,22,Sergio Perez,9,11,3,1:18.898,1:18.772,1:18.564
524,27,27,Carlos Sainz,3,55,4,1:18.860,1:18.696,1:18.587
525,27,26,George Russell,7,63,5,1:19.174,1:19.136,1:19.051
526,27,33,Sebastian Vettel,2,5,6,1:19.770,1:19.803,1:19.802
527,27,6,Valtteri Bottas,5,77,7,1:19.519,1:19.442,1:19.334
528,27,20,Lando Norris,6,4,8,1:19.876,1:19.766,1:19.635
529,27,13,Lewis Hamilton,7,44,9,1:20.216,1:20.213,1:20.275
530,27,2,Fernando Alonso,1,14,10,1:20.571,1:20.457,1:20.371
531,27,15,Nicholas Latifi,10,6,11,1:21.196,1:21.041,
532,27,29,Mick Schumacher,4,47,12,1:21.194,1:21.114,
533,27,30,Lance Stroll,2,18,13,1:21.388,1:21.120,
534,27,10,Pierre Gasly,8,10,14,1:21.444,1:21.403,
535,27,25,Daniel Ricciardo,6,3,15,1:21.661,1:21.439,
536,27,1,Alexander Albon,10,23,16,1:21.853,,
537,27,34,Guanyu Zhou,5,24,17,1:22.736,,
538,27,21,Esteban Ocon,1,31,18,1:22.852,,
539,27,31,Yuki Tsunoda,8,22,19,1:23.020,,
540,27,18,Kevin Magnussen,4,20,20,1:23.487,,
541,28,32,Max Verstappen,9,1,1,1:17.829,1:17.493,1:17.426
542,28,17,Charles Leclerc,3,16,2,1:17.981,1:17.996,1:17.937
543,28,26,George Russell,7,63,3,1:18.309,1:18.029,1:17.818
544,28,10,Pierre Gasly,8,10,4,1:18.733,1:18.624,1:18.465
545,28,33,Sebastian Vettel,2,5,5,1:19.497,1:19.508,1:19.518
546,28,34,Guanyu Zhou,5,24,6,1:19.459,1:19.424,1:19.196
547,28,18,Kevin Magnussen,4,20,7,1:19.361,1:19.020,1:18.921
548,28,27,Carlos Sainz,3,55,8,1:19.780,1:19.506,1:19.556
549,28,13,Lewis Hamilton,7,44,9,1:20.584,1:20.545,1:20.585
550,28,21,Esteban Ocon,1,31,10,1:20.553,1:20.259,1:20.176
551,28,29,Mick Schumacher,4,47,11,1:20.643,1:20.447,
552,28,30,Lance Stroll,2,18,12,1:20.804,1:20.478,
553,28,15,Nicholas Latifi,10,6,13,1:21.204,1:21.068,
554,28,25,Daniel Ricciardo,6,3,14,1:21.894,1:21.862,
555,28,2,Fernando Alonso,1,14,15,1:21.988,1:21.670,
556,28,31,Yuki Tsunoda,8,22,16,1:21.913,,
557,28,1,Alexander Albon,10,23,17,1:22.591,,
558,28,20,Lando Norris,6,4,18,1:22.971,,
559,28,22,Sergio Perez,9,11,19,1:23.188,,
560,28,6,Valtteri Bottas,5,77,20,1:22.936,,
561,29,22,Sergio Perez,9,11,1,1:17.996,1:17.837,1:17.736
562,29,27,Carlos Sainz,3,55,2,1:18.645,1:18.303,1:18.255
563,29,32,Max Verstappen,9,1,3,1:18.229,1:18.055,1:17.948
564,29,17,Charles Leclerc,3,16,4,1:19.190,1:19.176,1:18.999
565,29,26,George Russell,7,63,5,1:19.510,1:19.457,1:19.397
566,29,2,Fernando Alonso,1,14,6,1:19.136,1:18.808,1:18.758
567,29,18,Kevin Magnussen,4,20,7,1:19.839,1:19.662,1:19.521
568,29,34,Guanyu Zhou,5,24,8,1:20.357,1:20.357,1:20.364
569,29,30,Lance Stroll,2,18,9,1:20.552,1:20.447,1:20.310
570,29,6,Valtteri Bottas,5,77,10,1:20.258,1:19.940,1:19.944
571,29,10,Pierre Gasly,8,10,11,1:20.437,1:20.237,
572,29,1,Alexander Albon,10,23,12,1:20.886,1:20.558,
573,29,21,Esteban Ocon,1,31,13,1:21.164,1:20.835,
574,29,15,Nicholas Latifi,10,6,14,1:21.563,1:21.371,
575,29,25,Daniel Ricciardo,6,3,15,1:22.047,1:21.900,
576,29,20,Lando Norris,6,4,16,1:22.356,,
577,29,31,Yuki Tsunoda,8,22,17,1:22.564,,
578,29,33,Sebastian Vettel,2,5,18,1:22.619,,
579,29,29,Mick Schumacher,4,47,19,1:22.677,,
580,29,13,Lewis Hamilton,7,44,20,1:23.691,,
581,30,32,Max Verstappen,9,1,1,1:17.680,1:17.550,1:17.412
582,30,27,Carlos Sainz,3,55,2,1:18.438,1:18.238,1:18.172
583,30,22,Sergio Perez,9,11,3,1:18.265,1:17.955,1:17.892
584,30,26,George Russell,7,63,4,1:19.116,1:18.917,1:18.843
585,30,18,Kevin Magnussen,4,20,5,1:19.176,1:19.134,1:19.122
586,30,6,Valtteri Bottas,5,77,6,1:19.170,1:19.173,1:19.170
587,30,2,Fernando Alonso,1,14,7,1:19.639,1:19.517,1:19.308
588,30,13,Lewis Hamilton,7,44,8,1:20.304,1:20.134,1:20.126
589,30,10,Pierre Gasly,8,10,9,1:20.121,1:20.098,1:19.897
590,30,30,Lance Stroll,2,18,10,1:20.196,1:20.189,1:20.166
591,30,29,Mick Schumacher,4,47,11,1:20.772,1:20.684,
592,30,31,Yuki Tsunoda,8,22,12,1:21.447,1:21.444,
593,30,25,Daniel Ricciardo,6,3,13,1:21.123,1:20.788,
594,30,1,Alexander Albon,10,23,14,1:21.386,1:21.347,
595,30,20,Lando Norris,6,4,15,1:22.214,1:22.264,
596,30,15,Nicholas Latifi,10,6,16,1:22.248,,
597,30,34,Guanyu Zhou,5,24,17,1:22.115,,
598,30,33,Sebastian Vettel,2,5,18,1:22.489,,
599,30,17,Charles Leclerc,3,16,19,1:22.708,,
600,30,21,Esteban Ocon,1,31,20,1:23.161,,
601,31,32,Max Verstappen,9,1,1,1:18.353,1:18.098,1:18.123
602,31,27,Carlos Sainz,3,55,2,1:18.410,1:18.258,1:18.315
603,31,13,Lewis Hamilton,7,44,3,1:18.280,1:18.064,1:17.967
604,31,22,Sergio Perez,9,11,4,1:19.160,1:19.038,1:18.917
605,31,20,Lando Norris,6,4,5,1:19.346,1:19.142,1:19.163
606,31,26,George Russell,7,63,6,1:19.204,1:18.916,1:18.755
607,31,6,Valtteri Bottas,5,77,7,1:19.355,1:19.236,1:19.094
608,31,10,Pierre Gasly,8,10,8,1:20.290,1:20.167,1:19.981
609,31,31,Yuki Tsunoda,8,22,9,1:20.538,1:20.351,1:20.298
610,31,2,Fernando Alonso,1,14,10,1:20.846,1:20.529,1:20.580
611,31,18,Kevin Magnussen,4,20,11,1:20.955,1:20.753,
612,31,34,Guanyu Zhou,5,24,12,1:20.987,1:20.717,
613,31,25,Daniel Ricciardo,6,3,13,1:21.688,1:21.701,
614,31,21,Esteban Ocon,1,31,14,1:21.957,1:21.933,
615,31,15,Nicholas Latifi,10,6,15,1:21.698,1:21.533,
616,31,17,Charles Leclerc,3,16,16,1:22.320,,
617,31,33,Sebastian Vettel,2,5,17,1:22.309,,
618,31,1,Alexander Albon,10,23,18,1:22.484,,
619,31,29,Mick Schumacher,4,47,19,1:22.845,,
620,31,30,Lance Stroll,2,18,20,1:23.062,,
621,32,27,Carlos Sainz,3,55,1,1:18.296,1:18.210,1:18.156
622,32,22,Sergio Perez,9,11,2,1:18.011,1:18.060,1:18.112
623,32,13,Lewis Hamilton,7,44,3,1:18.815,1:18.765,1:18.628
624,32,17,Charles Leclerc,3,16,4,1:19.226,1:18.942,1:18.933
625,32,20,Lando Norris,6,4,5,1:19.234,1:18.912,1:18.745
626,32,6,Valtteri Bottas,5,77,6,1:19.530,1:19.258,1:19.183
627,32,26,George Russell,7,63,7,1:19.448,1:19.180,1:19.115
628,32,18,Kevin Magnussen,4,20,8,1:20.286,1:20.051,1:19.998
629,32,30,Lance Stroll,2,18,9,1:20.371,1:20.166,1:19.976
630,32,29,Mick Schumacher,4,47,10,1:20.376,1:20.126,1:20.178
631,32,1,Alexander Albon,10,23,11,1:20.681,1:20.395,
632,32,25,Daniel Ricciardo,6,3,12,1:21.320,1:21.125,
633,32,31,Yuki Tsunoda,8,22,13,1:21.589,1:21.512,
634,32,10,Pierre Gasly,8,10,14,1:21.335,1:21.242,
635,32,34,Guanyu Zhou,5,24,15,1:22.176,1:21.912,
636,32,21,Esteban Ocon,1,31,16,1:22.406,,
637,32,15,Nicholas Latifi,10,6,17,1:22.674,,
638,32,33,Sebastian Vettel,2,5,18,1:22.517,,
639,32,32,Max Verstappen,9,1,19,1:22.815,,
640,32,2,Fernando Alonso,1,14,20,1:23.594,,
641,33,17,Charles Leclerc,3,16,1,1:18.305,1:17.985,1:17.835
642,33,32,Max Verstappen,9,1,2,1:18.330,1:18.192,1:18.209
643,33,22,Sergio Perez,9,11,3,1:18.635,1:18.389,1:18.333
644,33,10,Pierre Gasly,8,10,4,1:19.061,1:18.784,1:18.714
645,33,18,Kevin Magnussen,4,20,5,1:19.455,1:19.268,1:19.214
646,33,6,Valtteri Bottas,5,77,6,1:19.408,1:19.124,1:19.083
647,33,33,Sebastian Vettel,2,5,7,1:19.807,1:19.744,1:19.568
648,33,20,Lando Norris,6,4,8,1:19.886,1:19.659,1:19.667
649,33,34,Guanyu Zhou,5,24,9,1:19.965,1:19.751,1:19.751
650,33,13,Lewis Hamilton,7,44,10,1:20.373,1:20.095,1:19.914
651,33,21,Esteban Ocon,1,31,11,1:20.451,1:20.249,
652,33,26,George Russell,7,63,12,1:21.073,1:21.038,
653,33,2,Fernando Alonso,1,14,13,1:21.388,1:21.165,
654,33,25,Daniel Ricciardo,6,3,14,1:21.403,1:21.220,
655,33,15,Nicholas Latifi,10,6,15,1:22.111,1:22.130,
656,33,1,Alexander Albon,10,23,16,1:22.120,,
657,33,31,Yuki Tsunoda,8,22,17,1:22.274,,
658,33,27,Carlos Sainz,3,55,18,1:23.141,,
659,33,30,Lance Stroll,2,18,19,1:22.803,,
660,33,29,Mick Schumacher,4,47,20,1:23.430,,
661,34,32,Max Verstappen,9,1,1,1:18.344,1:18.181,1:18.157
662,34,17,Charles Leclerc,3,16,2,1:18.254,1:17.927,1:17.902
663,34,22,Sergio Perez,9,11,3,1:18.212,1:18.153,1:18.210
664,34,27,Carlos Sainz,3,55,4,1:18.639,1:18.474,1:18.527
665,34,18,Kevin Magnussen,4,20,5,1:19.015,1:18.702,1:18.669
666,34,20,Lando Norris,6,4,6,1:19.516,1:19.396,1:19.447
667,34,10,Pierre Gasly,8,10,7,1:19.566,1:19.535,1:19.365
668,34,6,Valtteri Bottas,5,77,8,1:19.691,1:19.390,1:19.361
669,34,2,Fernando Alonso,1,14,9,1:20.222,1:20.045,1:20.100
670,34,21,Esteban Ocon,1,31,10,1:20.494,1:20.530,1:20.373
671,34,30,Lance Stroll,2,18,11,1:20.603,1:20.561,
672,34,31,Yuki Tsunoda,8,22,12,1:21.201,1:21.056,
673,34,26,George Russell,7,63,13,1:21.472,1:21.142,
674,34,33,Sebastian Vettel,2,5,14,1:21.286,1:20.955,
675,34,13,Lewis Hamilton,7,44,15,1:21.660,1:21.675,
676,34,34,Guanyu Zhou,5,24,16,1:22.141,,
677,34,25,Daniel Ricciardo,6,3,17,1:22.565,,
678,34,29,Mick Schumacher,4,47,18,1:22.891,,
679,34,1,Alexander Albon,10,23,19,1:23.107,,
680,34,15,Nicholas Latifi,10,6,20,1:23.072,,
681,35,32,Max Verstappen,9,1,1,1:17.871,1:17.856,1:17.922
682,35,13,Lewis Hamilton,7,44,2,1:18.471,1:18.237,1:18.033
683,35,26,George Russell,7,63,3,1:18.757,1:18.652,1:18.509
684,35,17,Charles Leclerc,3,16,4,1:18.976,1:18.948,1:18.912
685,35,22,Sergio Perez,9,11,5,1:18.871,1:18.869,1:18.763
686,35,10,Pierre Gasly,8,10,6,1:19.032,1:18.975,1:18.801
687,35,27,Carlos Sainz,3,55,7,1:19.475,1:19.134,1:19.129
688,35,18,Kevin Magnussen,4,20,8,1:19.881,1:19.745,1:19.592
689,35,20,Lando Norris,6,4,9,1:20.262,1:20.265,1:20.139
690,35,2,Fernando Alonso,1,14,10,1:20.540,1:20.446,1:20.457
691,35,21,Esteban Ocon,1,31,11,1:21.153,1:21.175,
692,35,30,Lance Stroll,2,18,12,1:20.743,1:20.754,
693,35,34,Guanyu Zhou,5,24,13,1:21.101,1:21.016,
694,35,25,Daniel Ricciardo,6,3,14,1:21.452,1:21.389,
695,35,31,Yuki Tsunoda,8,22,15,1:21.852,1:21.841,
696,35,33,Sebastian Vettel,2,5,16,1:22.289,,
697,35,1,Alexander Albon,10,23,17,1:22.618,,
698,35,6,Valtteri Bottas,5,77,18,1:22.745,,
699,35,15,Nicholas Latifi,10,6,19,1:22.961,,
700,35,29,Mick Schumacher,4,47,20,1:23.097,,
701,36,32,Max Verstappen,9,1,1,1:18.004,1:17.830,1:17.674
702,36,27,Carlos Sainz,3,55,2,1:18.177,1:17.848,1:17.765
703,36,22,Sergio Perez,9,11,3,1:18.891,1:18.581,1:18.528
704,36,13,Lewis Hamilton,7,44,4,1:18.892,1:18.877,1:18.778
705,36,26,George Russell,7,63,5,1:19.485,1:19.380,1:19.259
706,36,17,Charles Leclerc,3,16,6,1:19.206,1:19.131,1:19.039
707,36,20,Lando Norris,6,4,7,1:19.855,1:19.861,1:19.770
708,36,6,Valtteri Bottas,5,77,8,1:19.700,1:19.405,1:19.475
709,36,10,Pierre Gasly,8,10,9,1:20.085,1:19.859,1:19.654
710,36,2,Fernando Alonso,1,14,10,1:20.805,1:20.726,1:20.611
711,36,25,Daniel Ricciardo,6,3,11,1:21.053,1:20.822,
712,36,1,Alexander Albon,10,23,12,1:20.733,1:20.434,
713,36,21,Esteban Ocon,1,31,13,1:21.383,1:21.202,
714,36,33,Sebastian Vettel,2,5,14,1:21.974,1:21.865,
715,36,29,Mick Schumacher,4,47,15,1:21.622,1:21.620,
716,36,34,Guanyu Zhou,5,24,16,1:22.589,,
717,36,30,Lance Stroll,2,18,17,1:22.220,,
718,36,31,Yuki Tsunoda,8,22,18,1:22.365,,
719,36,18,Kevin Magnussen,4,20,19,1:23.203,,
720,36,15,Nicholas Latifi,10,6,20,1:23.081,,
721,37,32,Max Verstappen,9,1,1,1:17.638,1:17.292,1:17.214
722,37,10,Pierre Gasly,8,10,2,1:18.461,1:18.419,1:18.243
723,37,13,Lewis Hamilton,7,44,3,1:18.503,1:18.298,1:18.300
724,37,2,Fernando Alonso,1,14,4,1:19.096,1:19.024,1:19.062
725,37,27,Carlos Sainz,3,55,5,1:19.225,1:18.943,1:18.971
726,37,17,Charles Leclerc,3,16,6,1:19.479,1:19.268,1:19.136
727,37,20,Lando Norris,6,4,7,1:19.395,1:19.214,1:19.067
728,37,26,George Russell,7,63,8,1:20.308,1:20.192,1:20.093
729,37,22,Sergio Perez,9,11,9,1:20.575,1:20.320,1:20.097
730,37,6,Valtteri Bottas,5,77,10,1:20.874,1:20.696,1:20.617
731,37,33,Sebastian Vettel,2,5,11,1:20.981,1:20.976,
732,37,21,Esteban Ocon,1,31,12,1:21.455,1:21.203,
733,37,29,Mick Schumacher,4,47,13,1:21.139,1:21.101,
734,37,30,Lance Stroll,2,18,14,1:21.894,1:21.751,
735,37,34,Guanyu Zhou,5,24,15,1:21.957,1:21.870,
736,37,25,Daniel Ricciardo,6,3,16,1:22.135,,
737,37,31,Yuki Tsunoda,8,22,17,1:22.168,,
738,37,18,Kevin Magnussen,4,20,18,1:22.770,,
739,37,15,Nicholas Latifi,10,6,19,1:23.325,,
740,37,1,Alexander Albon,10,23,20,1:23.017,,
741,38,32,Max Verstappen,9,1,1,1:17.763,1:17.620,1:17.647
742,38,13,Lewis Hamilton,7,44,2,1:18.600,1:18.644,1:18.573
743,38,20,Lando Norris,6,4,3,1:18.866,1:18.576,1:18.497
744,38,22,Sergio Perez,9,11,4,1:18.816,1:18.780,1:18.663
745,38,27,Carlos Sainz,3,55,5,1:18.944,1:18.662,1:18.676
746,38,21,Esteban Ocon,1,31,6,1:19.156,1:19.038,1:18.999
747,38,2,Fernando Alonso,1,14,7,1:19.705,1:19.714,1:19.765
748,38,26,George Russell,7,63,8,1:20.042,1:20.079,1:20.124
749,38,10,Pierre Gasly,8,10,9,1:20.520,1:20.281,1:20.177
750,38,18,Kevin Magnussen,4,20,10,1:20.816,1:20.852,1:20.663
751,38,1,Alexander Albon,10,23,11,1:20.938,1:20.816,
752,38,31,Yuki Tsunoda,8,22,12,1:21.220,1:21.230,
753,38,30,Lance Stroll,2,18,13,1:21.330,1:21.019,
754,38,25,Daniel Ricciardo,6,3,14,1:21.817,1:21.524,
755,38,6,Valtteri Bottas,5,77,15,1:21.583,1:21.513,
756,38,15,Nicholas Latifi,10,6,16,1:22.317,,
757,38,33,Sebastian Vettel,2,5,17,1:22.287,,
758,38,29,Mick Schumacher,4,47,18,1:22.946,,
759,38,34,Guanyu Zhou,5,24,19,1:23.189,,
760,38,17,Charles Leclerc,3,16,20,1:23.073,,
761,39,22,Sergio Perez,9,11,1,1:18.363,1:18.124,1:18.190
762,39,17,Charles Leclerc,3,16,2,1:17.954,1:17.627,1:17.613
763,39,27,Carlos Sainz,3,55,3,1:18.512,1:18.520,1:18.322
764,39,20,Lando Norris,6,4,4,1:18.994,1:18.674,1:18.479
765,39,26,George Russell,7,63,5,1:19.203,1:18.869,1:18.785
766,39,21,Esteban Ocon,1,31,6,1:19.418,1:19.160,1:18.999
767,39,18,Kevin Magnussen,4,20,7,1:20.064,1:20.042,1:20.027
768,39,33,Sebastian Vettel,2,5,8,1:19.943,1:19.788,1:19.787
769,39,32,Max Verstappen,9,1,9,1:20.226,1:20.068,1:19.879
770,39,13,Lewis Hamilton,7,44,10,1:20.819,1:20.807,1:20.853
771,39,29,Mick Schumacher,4,47,11,1:20.536,1:20.520,
772,39,30,Lance Stroll,2,18,12,1:21.036,1:20.746,
773,39,31,Yuki Tsunoda,8,22,13,1:21.142,1:21.067,
774,39,34,Guanyu Zhou,5,24,14,1:21.642,1:21.562,
775,39,25,Daniel Ricciardo,6,3,15,1:21.650,1:21.672,
776,39,15,Nicholas Latifi,10,6,16,1:22.028,,
777,39,2,Fernando Alonso,1,14,17,1:22.083,,
778,39,1,Alexander Albon,10,23,18,1:23.134,,
779,39,10,Pierre Gasly,8,10,19,1:22.663,,
780,39,6,Valtteri Bottas,5,77,20,1:23.225,,
781,40,32,Max Verstappen,9,1,1,1:17.850,1:17.879,1:17.671
782,40,27,Carlos Sainz,3,55,2,1:18.291,1:18.165,1:18.054
783,40,22,Sergio Perez,9,11,3,1:18.712,1:18.473,1:18.271
784,40,20,Lando Norris,6,4,4,1:18.583,1:18.490,1:18.408
785,40,17,Charles Leclerc,3,16,5,1:18.959,1:18.983,1:19.047
786,40,13,Lewis Hamilton,7,44,6,1:19.326,1:19.271,1:19.205
