resultId,raceId,driverId,driverFullName,constructorId,number,grid,position,positionOrder,points,laps,milliseconds,statusId
395,20,21,Esteban Ocon,1,31,15,15,15,0,43,5470000,1
396,20,15,Nicholas Latifi,10,6,16,16,16,0,42,5475000,1
397,20,25,Daniel Ricciardo,6,3,17,17,17,0,41,5480000,1
398,20,11,Antonio Giovinazzi,5,99,18,18,18,0,40,5485000,1
399,20,26,George Russell,10,63,19,19,19,0,39,5490000,1
400,20,24,Kimi Raikkonen,5,7,20,20,20,0,38,5495000,1
401,21,17,Charles Leclerc,3,16,1,1,1,25,57,5400000,1
402,21,13,Lewis Hamilton,7,44,2,2,2,18,56,5405000,1
403,21,22,Sergio Perez,9,11,3,3,3,15,55,5410000,1
404,21,27,Carlos Sainz,3,55,4,4,4,12,54,5415000,1
405,21,32,Max Verstappen,9,33,5,5,5,10,53,5420000,1
406,21,10,Pierre Gasly,8,10,6,6,6,8,52,5425000,1
407,21,20,Lando Norris,6,4,7,7,7,6,51,5430000,1
408,21,21,Esteban Ocon,1,31,8,8,8,4,50,5435000,1
409,21,30,Lance Stroll,2,18,9,9,9,2,49,5440000,1
410,21,6,Valtteri Bottas,7,77,10,10,10,1,48,5445000,1
411,21,29,Mick Schumacher,4,47,11,11,11,0,47,5450000,1
412,21,15,Nicholas Latifi,10,6,12,12,12,0,46,5455000,1
413,21,33,Sebastian Vettel,2,5,13,13,13,0,45,5460000,1
414,21,19,Nikita Mazepin,4,9,14,14,14,0,44,5465000,1
415,21,26,George Russell,10,63,15,15,15,0,43,5470000,1
416,21,24,Kimi Raikkonen,5,7,16,16,16,0,42,5475000,1
417,21,2,Fernando Alonso,1,14,17,17,17,0,41,5480000,1
418,21,31,Yuki Tsunoda,8,22,18,18,18,0,40,5485000,1
419,21,11,Antonio Giovinazzi,5,99,19,19,19,0,39,5490000,1
420,21,25,Daniel Ricciardo,6,3,20,20,20,0,38,5495000,1
421,22,32,Max Verstappen,9,33,1,1,1,25,57,5400000,1
422,22,13,Lewis Hamilton,7,44,2,2,2,18,56,5405000,1
423,22,6,Valtteri Bottas,7,77,3,3,3,15,55,5410000,1
424,22,22,Sergio Perez,9,11,4,4,4,12,54,5415000,1
425,22,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
426,22,20,Lando Norris,6,4,6,6,6,8,52,5425000,1
427,22,21,Esteban Ocon,1,31,7,7,7,6,51,5430000,1
428,22,2,Fernando Alonso,1,14,8,8,8,4,50,5435000,1
429,22,10,Pierre Gasly,8,10,9,9,9,2,49,5440000,1
430,22,33,Sebastian Vettel,2,5,10,10,10,1,48,5445000,1
431,22,17,Charles Leclerc,3,16,11,11,11,0,47,5450000,1
432,22,26,George Russell,10,63,12,12,12,0,46,5455000,1
433,22,25,Daniel Ricciardo,6,3,13,13,13,0,45,5460000,1
434,22,19,Nikita Mazepin,4,9,14,14,14,0,44,5465000,1
435,22,15,Nicholas Latifi,10,6,15,15,15,0,43,5470000,1
436,22,29,Mick Schumacher,4,47,16,16,16,0,42,5475000,1
437,22,31,Yuki Tsunoda,8,22,17,17,17,0,41,5480000,1
438,22,11,Antonio Giovinazzi,5,99,18,18,18,0,40,5485000,1
439,22,24,Kimi Raikkonen,5,7,19,19,19,0,39,5490000,1
440,22,30,Lance Stroll,2,18,20,20,20,0,38,5495000,1
441,23,17,Charles Leclerc,3,16,1,1,1,25,57,5400000,1
442,23,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
443,23,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
444,23,26,George Russell,7,63,4,4,4,12,54,5415000,1
445,23,33,Sebastian Vettel,2,5,5,5,5,10,53,5420000,1
446,23,32,Max Verstappen,9,1,6,6,6,8,52,5425000,1
447,23,6,Valtteri Bottas,5,77,7,7,7,6,51,5430000,1
448,23,18,Kevin Magnussen,4,20,8,8,8,4,50,5435000,1
449,23,20,Lando Norris,6,4,9,9,9,2,49,5440000,1
450,23,34,Guanyu Zhou,5,24,10,10,10,1,48,5445000,1
451,23,29,Mick Schumacher,4,47,11,11,11,0,47,5450000,1
452,23,10,Pierre Gasly,8,10,12,12,12,0,46,5455000,1
453,23,25,Daniel Ricciardo,6,3,13,13,13,0,45,5460000,1
454,23,2,Fernando Alonso,1,14,14,14,14,0,44,5465000,1
455,23,30,Lance Stroll,2,18,15,15,15,0,43,5470000,1
456,23,31,Yuki Tsunoda,8,22,16,16,16,0,42,5475000,1
457,23,15,Nicholas Latifi,10,6,17,17,17,0,41,5480000,1
458,23,1,Alexander Albon,10,23,18,18,18,0,40,5485000,1
459,23,22,Sergio Perez,9,11,19,,19,0,12,5490000,11
460,23,21,Esteban Ocon,1,31,20,,20,0,10,5495000,19
461,24,17,Charles Leclerc,3,16,1,1,1,25,57,5400000,1
462,24,32,Max Verstappen,9,1,2,2,2,18,56,5405000,1
463,24,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
464,24,26,George Russell,7,63,4,4,4,12,54,5415000,1
465,24,22,Sergio Perez,9,11,5,5,5,10,53,5420000,1
466,24,27,Carlos Sainz,3,55,6,6,6,8,52,5425000,1
467,24,6,Valtteri Bottas,5,77,7,7,7,6,51,5430000,1
468,24,21,Esteban Ocon,1,31,8,8,8,4,50,5435000,1
469,24,18,Kevin Magnussen,4,20,9,9,9,2,49,5440000,1
470,24,20,Lando Norris,6,4,10,10,10,1,48,5445000,1
471,24,10,Pierre Gasly,8,10,11,11,11,0,47,5450000,1
472,24,34,Guanyu Zhou,5,24,12,12,12,0,46,5455000,1
473,24,15,Nicholas Latifi,10,6,13,13,13,0,45,5460000,1
474,24,31,Yuki Tsunoda,8,22,14,14,14,0,44,5465000,1
475,24,33,Sebastian Vettel,2,5,15,15,15,0,43,5470000,1
476,24,25,Daniel Ricciardo,6,3,16,16,16,0,42,5475000,1
477,24,2,Fernando Alonso,1,14,17,17,17,0,41,5480000,1
478,24,29,Mick Schumacher,4,47,18,18,18,0,40,5485000,1
479,24,1,Alexander Albon,10,23,19,19,19,0,39,5490000,1
480,24,30,Lance Stroll,2,18,20,20,20,0,38,5495000,1
481,25,17,Charles Leclerc,3,16,1,1,1,25,57,5400000,1
482,25,22,Sergio Perez,9,11,2,2,2,18,56,5405000,1
483,25,26,George Russell,7,63,3,3,3,15,55,5410000,1
484,25,13,Lewis Hamilton,7,44,4,4,4,12,54,5415000,1
485,25,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
486,25,6,Valtteri Bottas,5,77,6,6,6,8,52,5425000,1
487,25,32,Max Verstappen,9,1,7,7,7,6,51,5430000,1
488,25,10,Pierre Gasly,8,10,8,8,8,4,50,5435000,1
489,25,2,Fernando Alonso,1,14,9,9,9,2,49,5440000,1
490,25,30,Lance Stroll,2,18,10,10,10,1,48,5445000,1
491,25,18,Kevin Magnussen,4,20,11,11,11,0,47,5450000,1
492,25,1,Alexander Albon,10,23,12,12,12,0,46,5455000,1
493,25,33,Sebastian Vettel,2,5,13,13,13,0,45,5460000,1
494,25,15,Nicholas Latifi,10,6,14,14,14,0,44,5465000,1
495,25,25,Daniel Ricciardo,6,3,15,15,15,0,43,5470000,1
496,25,34,Guanyu Zhou,5,24,16,16,16,0,42,5475000,1
497,25,29,Mick Schumacher,4,47,17,17,17,0,41,5480000,1
498,25,31,Yuki Tsunoda,8,22,18,,18,0,49,5485000,19
499,25,21,Esteban Ocon,1,31,19,,19,0,5,5490000,18
500,25,20,Lando Norris,6,4,20,,20,0,50,5495000,12
501,26,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
502,26,22,Sergio Perez,9,11,2,2,2,18,56,5405000,1
503,26,17,Charles Leclerc,3,16,3,3,3,15,55,5410000,1
504,26,27,Carlos Sainz,3,55,4,4,4,12,54,5415000,1
505,26,33,Sebastian Vettel,2,5,5,5,5,10,53,5420000,1
506,26,13,Lewis Hamilton,7,44,6,6,6,8,52,5425000,1
507,26,26,George Russell,7,63,7,7,7,6,51,5430000,1
508,26,6,Valtteri Bottas,5,77,8,8,8,4,50,5435000,1
509,26,2,Fernando Alonso,1,14,9,9,9,2,49,5440000,1
510,26,30,Lance Stroll,2,18,10,10,10,1,48,5445000,1
511,26,1,Alexander Albon,10,23,11,11,11,0,47,5450000,1
512,26,31,Yuki Tsunoda,8,22,12,12,12,0,46,5455000,1
513,26,29,Mick Schumacher,4,47,13,13,13,0,45,5460000,1
514,26,20,Lando Norris,6,4,14,14,14,0,44,5465000,1
515,26,18,Kevin Magnussen,4,20,15,15,15,0,43,5470000,1
516,26,10,Pierre Gasly,8,10,16,16,16,0,42,5475000,1
517,26,25,Daniel Ricciardo,6,3,17,17,17,0,41,5480000,1
518,26,34,Guanyu Zhou,5,24,18,18,18,0,40,5485000,1
519,26,15,Nicholas Latifi,10,6,19,19,19,0,39,5490000,1
520,26,21,Esteban Ocon,1,31,20,20,20,0,38,5495000,1
521,27,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
522,27,17,Charles Leclerc,3,16,2,2,2,18,56,5405000,1
523,27,22,Sergio Perez,9,11,3,3,3,15,55,5410000,1
524,27,27,Carlos Sainz,3,55,4,4,4,12,54,5415000,1
525,27,26,George Russell,7,63,5,5,5,10,53,5420000,1
526,27,33,Sebastian Vettel,2,5,6,6,6,8,52,5425000,1
527,27,6,Valtteri Bottas,5,77,7,7,7,6,51,5430000,1
528,27,20,Lando Norris,6,4,8,8,8,4,50,5435000,1
529,27,13,Lewis Hamilton,7,44,9,9,9,2,49,5440000,1
530,27,2,Fernando Alonso,1,14,10,10,10,1,48,5445000,1
531,27,15,Nicholas Latifi,10,6,11,11,11,0,47,5450000,1
532,27,29,Mick Schumacher,4,47,12,12,12,0,46,5455000,1
533,27,30,Lance Stroll,2,18,13,13,13,0,45,5460000,1
534,27,10,Pierre Gasly,8,10,14,14,14,0,44,5465000,1
535,27,25,Daniel Ricciardo,6,3,15,15,15,0,43,5470000,1
536,27,1,Alexander Albon,10,23,16,16,16,0,42,5475000,1
537,27,34,Guanyu Zhou,5,24,17,17,17,0,41,5480000,1
538,27,21,Esteban Ocon,1,31,18,18,18,0,40,5485000,1
539,27,31,Yuki Tsunoda,8,22,19,19,19,0,39,5490000,1
540,27,18,Kevin Magnussen,4,20,20,20,20,0,38,5495000,1
541,28,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
542,28,17,Charles Leclerc,3,16,2,2,2,18,56,5405000,1
543,28,26,George Russell,7,63,3,3,3,15,55,5410000,1
544,28,10,Pierre Gasly,8,10,4,4,4,12,54,5415000,1
545,28,33,Sebastian Vettel,2,5,5,5,5,10,53,5420000,1
546,28,34,Guanyu Zhou,5,24,6,6,6,8,52,5425000,1
547,28,18,Kevin Magnussen,4,20,7,7,7,6,51,5430000,1
548,28,27,Carlos Sainz,3,55,8,8,8,4,50,5435000,1
549,28,13,Lewis Hamilton,7,44,9,9,9,2,49,5440000,1
550,28,21,Esteban Ocon,1,31,10,10,10,1,48,5445000,1
551,28,29,Mick Schumacher,4,47,11,11,11,0,47,5450000,1
552,28,30,Lance Stroll,2,18,12,12,12,0,46,5455000,1
553,28,15,Nicholas Latifi,10,6,13,13,13,0,45,5460000,1
554,28,25,Daniel Ricciardo,6,3,14,14,14,0,44,5465000,1
555,28,2,Fernando Alonso,1,14,15,15,15,0,43,5470000,1
556,28,31,Yuki Tsunoda,8,22,16,16,16,0,42,5475000,1
557,28,1,Alexander Albon,10,23,17,17,17,0,41,5480000,1
558,28,20,Lando Norris,6,4,18,18,18,0,40,5485000,1
559,28,22,Sergio Perez,9,11,19,,19,0,25,5490000,12
560,28,6,Valtteri Bottas,5,77,20,,20,0,24,5495000,11
561,29,22,Sergio Perez,9,11,1,1,1,25,57,5400000,1
562,29,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
563,29,32,Max Verstappen,9,1,3,3,3,15,55,5410000,1
564,29,17,Charles Leclerc,3,16,4,4,4,12,54,5415000,1
565,29,26,George Russell,7,63,5,5,5,10,53,5420000,1
566,29,2,Fernando Alonso,1,14,6,6,6,8,52,5425000,1
567,29,18,Kevin Magnussen,4,20,7,7,7,6,51,5430000,1
568,29,34,Guanyu Zhou,5,24,8,8,8,4,50,5435000,1
569,29,30,Lance Stroll,2,18,9,9,9,2,49,5440000,1
570,29,6,Valtteri Bottas,5,77,10,10,10,1,48,5445000,1
571,29,10,Pierre Gasly,8,10,11,11,11,0,47,5450000,1
572,29,1,Alexander Albon,10,23,12,12,12,0,46,5455000,1
573,29,21,Esteban Ocon,1,31,13,13,13,0,45,5460000,1
574,29,15,Nicholas Latifi,10,6,14,14,14,0,44,5465000,1
575,29,25,Daniel Ricciardo,6,3,15,15,15,0,43,5470000,1
576,29,20,Lando Norris,6,4,16,16,16,0,42,5475000,1
577,29,31,Yuki Tsunoda,8,22,17,17,17,0,41,5480000,1
578,29,33,Sebastian Vettel,2,5,18,18,18,0,40,5485000,1
579,29,29,Mick Schumacher,4,47,19,19,19,0,39,5490000,1
580,29,13,Lewis Hamilton,7,44,20,,20,0,41,5495000,11
581,30,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
582,30,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
583,30,22,Sergio Perez,9,11,3,3,3,15,55,5410000,1
584,30,26,George Russell,7,63,4,4,4,12,54,5415000,1
585,30,18,Kevin Magnussen,4,20,5,5,5,10,53,5420000,1
586,30,6,Valtteri Bottas,5,77,6,6,6,8,52,5425000,1
587,30,2,Fernando Alonso,1,14,7,7,7,6,51,5430000,1
588,30,13,Lewis Hamilton,7,44,8,8,8,4,50,5435000,1
589,30,10,Pierre Gasly,8,10,9,9,9,2,49,5440000,1
590,30,30,Lance Stroll,2,18,10,10,10,1,48,5445000,1
591,30,29,Mick Schumacher,4,47,11,11,11,0,47,5450000,1
592,30,31,Yuki Tsunoda,8,22,12,12,12,0,46,5455000,1
593,30,25,Daniel Ricciardo,6,3,13,13,13,0,45,5460000,1
594,30,1,Alexander Albon,10,23,14,14,14,0,44,5465000,1
595,30,20,Lando Norris,6,4,15,15,15,0,43,5470000,1
596,30,15,Nicholas Latifi,10,6,16,16,16,0,42,5475000,1
597,30,34,Guanyu Zhou,5,24,17,17,17,0,41,5480000,1
598,30,33,Sebastian Vettel,2,5,18,18,18,0,40,5485000,1
599,30,17,Charles Leclerc,3,16,19,,19,0,6,5490000,19
600,30,21,Esteban Ocon,1,31,20,,20,0,28,5495000,18
601,31,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
602,31,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
603,31,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
604,31,22,Sergio Perez,9,11,4,4,4,12,54,5415000,1
605,31,20,Lando Norris,6,4,5,5,5,10,53,5420000,1
606,31,26,George Russell,7,63,6,6,6,8,52,5425000,1
607,31,6,Valtteri Bottas,5,77,7,7,7,6,51,5430000,1
608,31,10,Pierre Gasly,8,10,8,8,8,4,50,5435000,1
609,31,31,Yuki Tsunoda,8,22,9,9,9,2,49,5440000,1
610,31,2,Fernando Alonso,1,14,10,10,10,1,48,5445000,1
611,31,18,Kevin Magnussen,4,20,11,11,11,0,47,5450000,1
612,31,34,Guanyu Zhou,5,24,12,12,12,0,46,5455000,1
613,31,25,Daniel Ricciardo,6,3,13,13,13,0,45,5460000,1
614,31,21,Esteban Ocon,1,31,14,14,14,0,44,5465000,1
615,31,15,Nicholas Latifi,10,6,15,15,15,0,43,5470000,1
616,31,17,Charles Leclerc,3,16,16,16,16,0,42,5475000,1
617,31,33,Sebastian Vettel,2,5,17,17,17,0,41,5480000,1
618,31,1,Alexander Albon,10,23,18,18,18,0,40,5485000,1
619,31,29,Mick Schumacher,4,47,19,19,19,0,39,5490000,1
620,31,30,Lance Stroll,2,18,20,20,20,0,38,5495000,1
621,32,27,Carlos Sainz,3,55,1,1,1,25,57,5400000,1
622,32,22,Sergio Perez,9,11,2,2,2,18,56,5405000,1
623,32,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
624,32,17,Charles Leclerc,3,16,4,4,4,12,54,5415000,1
625,32,20,Lando Norris,6,4,5,5,5,10,53,5420000,1
626,32,6,Valtteri Bottas,5,77,6,6,6,8,52,5425000,1
627,32,26,George Russell,7,63,7,7,7,6,51,5430000,1
628,32,18,Kevin Magnussen,4,20,8,8,8,4,50,5435000,1
629,32,30,Lance Stroll,2,18,9,9,9,2,49,5440000,1
630,32,29,Mick Schumacher,4,47,10,10,10,1,48,5445000,1
631,32,1,Alexander Albon,10,23,11,11,11,0,47,5450000,1
632,32,25,Daniel Ricciardo,6,3,12,12,12,0,46,5455000,1
633,32,31,Yuki Tsunoda,8,22,13,13,13,0,45,5460000,1
634,32,10,Pierre Gasly,8,10,14,14,14,0,44,5465000,1
635,32,34,Guanyu Zhou,5,24,15,15,15,0,43,5470000,1
636,32,21,Esteban Ocon,1,31,16,16,16,0,42,5475000,1
637,32,15,Nicholas Latifi,10,6,17,17,17,0,41,5480000,1
638,32,33,Sebastian Vettel,2,5,18,18,18,0,40,5485000,1
639,32,32,Max Verstappen,9,1,19,,19,0,5,5490000,18
640,32,2,Fernando Alonso,1,14,20,,20,0,30,5495000,14
641,33,17,Charles Leclerc,3,16,1,1,1,25,57,5400000,1
642,33,32,Max Verstappen,9,1,2,2,2,18,56,5405000,1
643,33,22,Sergio Perez,9,11,3,3,3,15,55,5410000,1
644,33,10,Pierre Gasly,8,10,4,4,4,12,54,5415000,1
645,33,18,Kevin Magnussen,4,20,5,5,5,10,53,5420000,1
646,33,6,Valtteri Bottas,5,77,6,6,6,8,52,5425000,1
647,33,33,Sebastian Vettel,2,5,7,7,7,6,51,5430000,1
648,33,20,Lando Norris,6,4,8,8,8,4,50,5435000,1
649,33,34,Guanyu Zhou,5,24,9,9,9,2,49,5440000,1
650,33,13,Lewis Hamilton,7,44,10,10,10,1,48,5445000,1
651,33,21,Esteban Ocon,1,31,11,11,11,0,47,5450000,1
652,33,26,George Russell,7,63,12,12,12,0,46,5455000,1
653,33,2,Fernando Alonso,1,14,13,13,13,0,45,5460000,1
654,33,25,Daniel Ricciardo,6,3,14,14,14,0,44,5465000,1
655,33,15,Nicholas Latifi,10,6,15,15,15,0,43,5470000,1
656,33,1,Alexander Albon,10,23,16,16,16,0,42,5475000,1
657,33,31,Yuki Tsunoda,8,22,17,17,17,0,41,5480000,1
658,33,27,Carlos Sainz,3,55,18,18,18,0,40,5485000,1
659,33,30,Lance Stroll,2,18,19,19,19,0,39,5490000,1
660,33,29,Mick Schumacher,4,47,20,20,20,0,38,5495000,1
661,34,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
662,34,17,Charles Leclerc,3,16,2,2,2,18,56,5405000,1
663,34,22,Sergio Perez,9,11,3,3,3,15,55,5410000,1
664,34,27,Carlos Sainz,3,55,4,4,4,12,54,5415000,1
665,34,18,Kevin Magnussen,4,20,5,5,5,10,53,5420000,1
666,34,20,Lando Norris,6,4,6,6,6,8,52,5425000,1
667,34,10,Pierre Gasly,8,10,7,7,7,6,51,5430000,1
668,34,6,Valtteri Bottas,5,77,8,8,8,4,50,5435000,1
669,34,2,Fernando Alonso,1,14,9,9,9,2,49,5440000,1
670,34,21,Esteban Ocon,1,31,10,10,10,1,48,5445000,1
671,34,30,Lance Stroll,2,18,11,11,11,0,47,5450000,1
672,34,31,Yuki Tsunoda,8,22,12,12,12,0,46,5455000,1
673,34,26,George Russell,7,63,13,13,13,0,45,5460000,1
674,34,33,Sebastian Vettel,2,5,14,14,14,0,44,5465000,1
675,34,13,Lewis Hamilton,7,44,15,15,15,0,43,5470000,1
676,34,34,Guanyu Zhou,5,24,16,16,16,0,42,5475000,1
677,34,25,Daniel Ricciardo,6,3,17,17,17,0,41,5480000,1
678,34,29,Mick Schumacher,4,47,18,18,18,0,40,5485000,1
679,34,1,Alexander Albon,10,23,19,19,19,0,39,5490000,1
680,34,15,Nicholas Latifi,10,6,20,20,20,0,38,5495000,1
681,35,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
682,35,13,Lewis Hamilton,7,44,2,2,2,18,56,5405000,1
683,35,26,George Russell,7,63,3,3,3,15,55,5410000,1
684,35,17,Charles Leclerc,3,16,4,4,4,12,54,5415000,1
685,35,22,Sergio Perez,9,11,5,5,5,10,53,5420000,1
686,35,10,Pierre Gasly,8,10,6,6,6,8,52,5425000,1
687,35,27,Carlos Sainz,3,55,7,7,7,6,51,5430000,1
688,35,18,Kevin Magnussen,4,20,8,8,8,4,50,5435000,1
689,35,20,Lando Norris,6,4,9,9,9,2,49,5440000,1
690,35,2,Fernando Alonso,1,14,10,10,10,1,48,5445000,1
691,35,21,Esteban Ocon,1,31,11,11,11,0,47,5450000,1
692,35,30,Lance Stroll,2,18,12,12,12,0,46,5455000,1
693,35,34,Guanyu Zhou,5,24,13,13,13,0,45,5460000,1
694,35,25,Daniel Ricciardo,6,3,14,14,14,0,44,5465000,1
695,35,31,Yuki Tsunoda,8,22,15,15,15,0,43,5470000,1
696,35,33,Sebastian Vettel,2,5,16,16,16,0,42,5475000,1
697,35,1,Alexander Albon,10,23,17,17,17,0,41,5480000,1
698,35,6,Valtteri Bottas,5,77,18,18,18,0,40,5485000,1
699,35,15,Nicholas Latifi,10,6,19,19,19,0,39,5490000,1
700,35,29,Mick Schumacher,4,47,20,20,20,0,38,5495000,1
701,36,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
702,36,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
703,36,22,Sergio Perez,9,11,3,3,3,15,55,5410000,1
704,36,13,Lewis Hamilton,7,44,4,4,4,12,54,5415000,1
705,36,26,George Russell,7,63,5,5,5,10,53,5420000,1
706,36,17,Charles Leclerc,3,16,6,6,6,8,52,5425000,1
707,36,20,Lando Norris,6,4,7,7,7,6,51,5430000,1
708,36,6,Valtteri Bottas,5,77,8,8,8,4,50,5435000,1
709,36,10,Pierre Gasly,8,10,9,9,9,2,49,5440000,1
710,36,2,Fernando Alonso,1,14,10,10,10,1,48,5445000,1
711,36,25,Daniel Ricciardo,6,3,11,11,11,0,47,5450000,1
712,36,1,Alexander Albon,10,23,12,12,12,0,46,5455000,1
713,36,21,Esteban Ocon,1,31,13,13,13,0,45,5460000,1
714,36,33,Sebastian Vettel,2,5,14,14,14,0,44,5465000,1
715,36,29,Mick Schumacher,4,47,15,15,15,0,43,5470000,1
716,36,34,Guanyu Zhou,5,24,16,16,16,0,42,5475000,1
717,36,30,Lance Stroll,2,18,17,17,17,0,41,5480000,1
718,36,31,Yuki Tsunoda,8,22,18,18,18,0,40,5485000,1
719,36,18,Kevin Magnussen,4,20,19,19,19,0,39,5490000,1
720,36,15,Nicholas Latifi,10,6,20,20,20,0,38,5495000,1
721,37,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
722,37,10,Pierre Gasly,8,10,2,2,2,18,56,5405000,1
723,37,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
724,37,2,Fernando Alonso,1,14,4,4,4,12,54,5415000,1
725,37,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
726,37,17,Charles Leclerc,3,16,6,6,6,8,52,5425000,1
727,37,20,Lando Norris,6,4,7,7,7,6,51,5430000,1
728,37,26,George Russell,7,63,8,8,8,4,50,5435000,1
729,37,22,Sergio Perez,9,11,9,9,9,2,49,5440000,1
730,37,6,Valtteri Bottas,5,77,10,10,10,1,48,5445000,1
731,37,33,Sebastian Vettel,2,5,11,11,11,0,47,5450000,1
732,37,21,Esteban Ocon,1,31,12,12,12,0,46,5455000,1
733,37,29,Mick Schumacher,4,47,13,13,13,0,45,5460000,1
734,37,30,Lance Stroll,2,18,14,14,14,0,44,5465000,1
735,37,34,Guanyu Zhou,5,24,15,15,15,0,43,5470000,1
736,37,25,Daniel Ricciardo,6,3,16,16,16,0,42,5475000,1
737,37,31,Yuki Tsunoda,8,22,17,17,17,0,41,5480000,1
738,37,18,Kevin Magnussen,4,20,18,18,18,0,40,5485000,1
739,37,15,Nicholas Latifi,10,6,19,19,19,0,39,5490000,1
740,37,1,Alexander Albon,10,23,20,20,20,0,38,5495000,1
741,38,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
742,38,13,Lewis Hamilton,7,44,2,2,2,18,56,5405000,1
743,38,20,Lando Norris,6,4,3,3,3,15,55,5410000,1
744,38,22,Sergio Perez,9,11,4,4,4,12,54,5415000,1
745,38,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
746,38,21,Esteban Ocon,1,31,6,6,6,8,52,5425000,1
747,38,2,Fernando Alonso,1,14,7,7,7,6,51,5430000,1
748,38,26,George Russell,7,63,8,8,8,4,50,5435000,1
749,38,10,Pierre Gasly,8,10,9,9,9,2,49,5440000,1
750,38,18,Kevin Magnussen,4,20,10,10,10,1,48,5445000,1
751,38,1,Alexander Albon,10,23,11,11,11,0,47,5450000,1
752,38,31,Yuki Tsunoda,8,22,12,12,12,0,46,5455000,1
753,38,30,Lance Stroll,2,18,13,13,13,0,45,5460000,1
754,38,25,Daniel Ricciardo,6,3,14,14,14,0,44,5465000,1
755,38,6,Valtteri Bottas,5,77,15,15,15,0,43,5470000,1
756,38,15,Nicholas Latifi,10,6,16,16,16,0,42,5475000,1
757,38,33,Sebastian Vettel,2,5,17,17,17,0,41,5480000,1
758,38,29,Mick Schumacher,4,47,18,18,18,0,40,5485000,1
759,38,34,Guanyu Zhou,5,24,19,19,19,0,39,5490000,1
760,38,17,Charles Leclerc,3,16,20,,20,0,20,5495000,14
761,39,22,Sergio Perez,9,11,1,1,1,25,57,5400000,1
762,39,17,Charles Leclerc,3,16,2,2,2,18,56,5405000,1
763,39,27,Carlos Sainz,3,55,3,3,3,15,55,5410000,1
764,39,20,Lando Norris,6,4,4,4,4,12,54,5415000,1
765,39,26,George Russell,7,63,5,5,5,10,53,5420000,1
766,39,21,Esteban Ocon,1,31,6,6,6,8,52,5425000,1
767,39,18,Kevin Magnussen,4,20,7,7,7,6,51,5430000,1
768,39,33,Sebastian Vettel,2,5,8,8,8,4,50,5435000,1
769,39,32,Max Verstappen,9,1,9,9,9,2,49,5440000,1
770,39,13,Lewis Hamilton,7,44,10,10,10,1,48,5445000,1
771,39,29,Mick Schumacher,4,47,11,11,11,0,47,5450000,1
772,39,30,Lance Stroll,2,18,12,12,12,0,46,5455000,1
773,39,31,Yuki Tsunoda,8,22,13,13,13,0,45,5460000,1
774,39,34,Guanyu Zhou,5,24,14,14,14,0,44,5465000,1
775,39,25,Daniel Ricciardo,6,3,15,15,15,0,43,5470000,1
776,39,15,Nicholas Latifi,10,6,16,16,16,0,42,5475000,1
777,39,2,Fernando Alonso,1,14,17,17,17,0,41,5480000,1
778,39,1,Alexander Albon,10,23,18,18,18,0,40,5485000,1
779,39,10,Pierre Gasly,8,10,19,19,19,0,39,5490000,1
780,39,6,Valtteri Bottas,5,77,20,20,20,0,38,5495000,1
781,40,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
782,40,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
783,40,22,Sergio Perez,9,11,3,3,3,15,55,5410000,1
784,40,20,Lando Norris,6,4,4,4,4,12,54,5415000,1
785,40,17,Charles Leclerc,3,16,5,5,5,10,53,5420000,1
786,40,13,Lewis Hamilton,7,44,6,6,6,8,52,5425000,1
787,40,10,Pierre Gasly,8,10,7,7,7,6,51,5430000,1
788,40,26,George Russell,7,63,8,8,8,4,50,5435000,1
789,40,2,Fernando Alonso,1,14,9,9,9,2,49,5440000,1
790,40,31,Yuki Tsunoda,8,22,10,10,10,1,48,5445000,1
791,40,21,Esteban Ocon,1,31,11,11,11,0,47,5450000,1
792,40,6,Valtteri Bottas,5,77,12,12,12,0,46,5455000,1
