raceId,driverId,driverFullName,stop,lap,time,duration,milliseconds
26,27,Carlos Sainz,2,53,14:02:00,21.279,21279
26,13,Lewis Hamilton,1,28,15:30:17,23.973,23973
26,26,George Russell,1,14,15:23:21,24.633,24633
26,26,George Russell,2,19,14:06:42,25.486,25486
26,26,George Russell,3,35,16:35:49,20.723,20723
26,2,Fernando Alonso,1,29,16:23:15,29.164,29164
26,2,Fernando Alonso,2,31,15:13:37,31.153,31153
26,2,Fernando Alonso,3,45,14:56:06,26.792,26792
26,21,Esteban Ocon,1,46,14:37:58,22.471,22471
26,20,Lando Norris,1,20,14:34:39,22.116,22116
26,20,Lando Norris,2,36,15:46:30,26.118,26118
26,20,Lando Norris,3,53,16:46:09,23.809,23809
26,25,Daniel Ricciardo,1,20,16:45:16,27.351,27351
26,6,Valtteri Bottas,1,30,16:45:07,27.847,27847
26,6,Valtteri Bottas,2,31,14:30:26,27.645,27645
26,6,Valtteri Bottas,3,43,16:50:01,29.081,29081
26,34,Guanyu Zhou,1,25,14:18:02,31.914,31914
26,33,Sebastian Vettel,1,11,15:43:34,27.012,27012
26,33,Sebastian Vettel,2,20,14:10:28,28.912,28912
26,33,Sebastian Vettel,3,52,15:35:49,28.844,28844
26,30,Lance Stroll,1,25,14:00:10,23.890,23890
26,30,Lance Stroll,2,46,14:37:44,29.869,29869
26,10,Pierre Gasly,1,40,16:45:46,27.961,27961
26,31,Yuki Tsunoda,1,22,16:17:35,25.355,25355
26,31,Yuki Tsunoda,2,27,14:14:02,22.451,22451
26,1,Alexander Albon,1,10,14:56:17,30.979,30979
26,1,Alexander Albon,2,26,15:55:50,22.678,22678
26,15,Nicholas Latifi,1,23,16:07:00,23.940,23940
26,18,Kevin Magnussen,1,46,15:05:45,26.547,26547
26,18,Kevin Magnussen,2,48,15:46:08,29.499,29499
26,29,Mick Schumacher,1,26,14:40:52,25.818,25818
26,29,Mick Schumacher,2,47,15:14:46,20.670,20670
27,32,Max Verstappen,1,9,16:55:49,29.304,29304
27,32,Max Verstappen,2,19,14:46:47,30.056,30056
27,32,Max Verstappen,3,24,15:41:16,31.774,31774
27,22,Sergio Perez,1,43,15:14:20,23.877,23877
27,22,Sergio Perez,2,46,14:37:40,24.903,24903
27,22,Sergio Perez,3,48,14:28:14,26.979,26979
27,17,Charles Leclerc,1,31,15:05:31,22.930,22930
27,17,Charles Leclerc,2,35,15:11:52,23.473,23473
27,27,Carlos Sainz,1,20,16:18:01,23.455,23455
27,27,Carlos Sainz,2,39,14:56:11,25.581,25581
27,27,Carlos Sainz,3,44,16:38:12,26.958,26958
27,13,Lewis Hamilton,1,12,14:29:58,27.486,27486
27,26,George Russell,1,14,14:46:48,29.130,29130
27,26,George Russell,2,33,16:06:24,20.693,20693
27,2,Fernando Alonso,1,8,14:08:15,31.059,31059
27,2,Fernando Alonso,2,15,15:09:40,21.869,21869
27,21,Esteban Ocon,1,8,16:52:21,29.386,29386
27,21,Esteban Ocon,2,14,14:08:30,21.892,21892
27,20,Lando Norris,1,18,15:30:09,25.536,25536
27,20,Lando Norris,2,36,14:34:44,24.494,24494
27,25,Daniel Ricciardo,1,15,14:06:34,20.847,20847
27,25,Daniel Ricciardo,2,42,14:32:56,25.361,25361
27,6,Valtteri Bottas,1,8,14:27:24,20.893,20893
27,6,Valtteri Bottas,2,17,15:41:18,22.914,22914
27,6,Valtteri Bottas,3,22,16:24:43,24.200,24200
27,34,Guanyu Zhou,1,15,14:06:18,22.304,22304
27,34,Guanyu Zhou,2,18,14:39:21,26.354,26354
27,34,Guanyu Zhou,3,39,15:59:59,22.439,22439
27,33,Sebastian Vettel,1,10,15:33:21,23.417,23417
27,33,Sebastian Vettel,2,17,14:43:27,30.324,30324
27,33,Sebastian Vettel,3,46,16:43:19,22.961,22961
27,30,Lance Stroll,1,26,15:58:31,22.202,22202
27,30,Lance Stroll,2,30,15:59:16,31.341,31341
27,10,Pierre Gasly,1,8,16:09:20,22.935,22935
27,10,Pierre Gasly,2,12,15:28:46,22.921,22921
27,10,Pierre Gasly,3,53,14:07:36,28.338,28338
27,31,Yuki Tsunoda,1,25,14:20:08,22.870,22870
27,31,Yuki Tsunoda,2,54,15:22:20,23.479,23479
27,1,Alexander Albon,1,38,16:50:40,27.282,27282
27,1,Alexander Albon,2,52,14:51:41,25.963,25963
27,15,Nicholas Latifi,1,32,16:34:31,28.644,28644
27,15,Nicholas Latifi,2,34,16:52:14,29.224,29224
27,15,Nicholas Latifi,3,43,14:37:45,26.801,26801
27,18,Kevin Magnussen,1,44,16:05:15,24.093,24093
27,18,Kevin Magnussen,2,52,14:13:54,26.426,26426
27,29,Mick Schumacher,1,43,14:58:07,28.264,28264
28,32,Max Verstappen,1,30,14:18:29,26.412,26412
28,22,Sergio Perez,1,43,14:13:52,27.398,27398
28,17,Charles Leclerc,1,16,16:45:09,22.420,22420
28,27,Carlos Sainz,1,9,15:03:44,27.458,27458
28,27,Carlos Sainz,2,52,16:37:04,22.236,22236
28,13,Lewis Hamilton,1,18,14:23:09,20.994,20994
28,13,Lewis Hamilton,2,46,14:04:00,21.794,21794
28,26,George Russell,1,17,15:47:08,23.488,23488
28,26,George Russell,2,34,16:19:30,29.141,29141
28,2,Fernando Alonso,1,29,16:00:18,31.065,31065
28,2,Fernando Alonso,2,36,14:03:56,22.322,22322
28,21,Esteban Ocon,1,19,14:00:25,28.745,28745
28,21,Esteban Ocon,2,46,16:56:29,27.440,27440
28,20,Lando Norris,1,24,15:45:14,28.722,28722
28,20,Lando Norris,2,44,14:17:05,27.441,27441
28,25,Daniel Ricciardo,1,16,16:03:14,27.060,27060
28,25,Daniel Ricciardo,2,21,14:52:47,26.927,26927
28,6,Valtteri Bottas,1,12,15:20:41,28.174,28174
28,6,Valtteri Bottas,2,46,15:52:24,31.016,31016
28,6,Valtteri Bottas,3,52,14:51:23,23.200,23200
28,34,Guanyu Zhou,1,20,14:04:23,22.276,22276
28,34,Guanyu Zhou,2,25,15:01:15,30.382,30382
28,33,Sebastian Vettel,1,14,14:38:00,21.570,21570
28,33,Sebastian Vettel,2,42,14:35:12,25.564,25564
28,30,Lance Stroll,1,10,14:36:36,24.910,24910
28,30,Lance Stroll,2,23,16:50:30,21.235,21235
28,10,Pierre Gasly,1,28,15:00:22,22.027,22027
28,31,Yuki Tsunoda,1,33,15:48:25,23.692,23692
28,31,Yuki Tsunoda,2,40,14:44:43,26.330,26330
28,1,Alexander Albon,1,34,14:32:51,28.750,28750
28,15,Nicholas Latifi,1,9,15:37:55,26.760,26760
28,15,Nicholas Latifi,2,45,15:10:09,21.112,21112
28,18,Kevin Magnussen,1,13,16:14:56,22.028,22028
28,18,Kevin Magnussen,2,48,16:41:09,24.033,24033
28,29,Mick Schumacher,1,18,16:38:41,28.959,28959
28,29,Mick Schumacher,2,40,15:28:50,29.073,29073
29,32,Max Verstappen,1,26,16:54:27,26.403,26403
29,22,Sergio Perez,1,53,15:15:13,31.688,31688
29,17,Charles Leclerc,1,12,16:31:06,29.788,29788
29,17,Charles Leclerc,2,17,14:49:55,20.744,20744
29,17,Charles Leclerc,3,46,16:55:51,25.571,25571
29,27,Carlos Sainz,1,13,15:20:10,22.041,22041
29,27,Carlos Sainz,2,39,14:04:17,25.343,25343
29,13,Lewis Hamilton,1,13,14:45:49,21.665,21665
29,13,Lewis Hamilton,2,30,15:30:16,28.048,28048
29,26,George Russell,1,36,14:36:31,22.801,22801
29,26,George Russell,2,49,15:54:18,21.148,21148
29,2,Fernando Alonso,1,47,15:23:32,22.613,22613
29,2,Fernando Alonso,2,51,15:23:05,30.733,30733
29,21,Esteban Ocon,1,36,16:02:39,24.806,24806
29,21,Esteban Ocon,2,40,14:47:50,31.049,31049
29,20,Lando Norris,1,43,14:54:06,20.630,20630
29,25,Daniel Ricciardo,1,18,14:14:24,27.041,27041
29,25,Daniel Ricciardo,2,44,16:05:22,28.073,28073
29,6,Valtteri Bottas,1,42,14:05:11,28.116,28116
29,6,Valtteri Bottas,2,49,15:49:27,22.275,22275
29,34,Guanyu Zhou,1,29,15:21:38,21.556,21556
29,33,Sebastian Vettel,1,38,15:29:02,22.373,22373
29,33,Sebastian Vettel,2,52,14:30:09,29.430,29430
29,30,Lance Stroll,1,28,16:49:24,21.013,21013
29,30,Lance Stroll,2,44,15:50:27,21.522,21522
29,10,Pierre Gasly,1,9,15:17:16,31.701,31701
29,10,Pierre Gasly,2,11,14:05:09,30.915,30915
29,10,Pierre Gasly,3,21,15:25:05,21.634,21634
29,31,Yuki Tsunoda,1,36,16:13:42,27.376,27376
29,31,Yuki Tsunoda,2,53,14:53:03,24.750,24750
29,1,Alexander Albon,1,35,15:10:12,26.103,26103
29,15,Nicholas Latifi,1,34,16:44:50,28.290,28290
29,15,Nicholas Latifi,2,38,16:27:22,23.132,23132
29,18,Kevin Magnussen,1,8,16:12:04,29.689,29689
29,18,Kevin Magnussen,2,32,16:39:09,31.443,31443
29,18,Kevin Magnussen,3,44,16:52:46,25.804,25804
29,29,Mick Schumacher,1,28,14:57:29,20.732,20732
29,29,Mick Schumacher,2,54,15:55:20,22.916,22916
30,32,Max Verstappen,1,51,15:33:46,27.158,27158
30,22,Sergio Perez,1,36,16:28:40,22.559,22559
30,17,Charles Leclerc,1,10,15:44:34,23.574,23574
30,17,Charles Leclerc,2,14,16:24:13,23.221,23221
30,17,Charles Leclerc,3,21,14:12:43,26.203,26203
30,27,Carlos Sainz,1,8,14:19:57,26.460,26460
30,27,Carlos Sainz,2,31,16:52:55,25.529,25529
30,13,Lewis Hamilton,1,39,15:26:26,31.131,31131
30,26,George Russell,1,35,15:07:59,29.071,29071
30,26,George Russell,2,42,15:27:23,23.380,23380
30,2,Fernando Alonso,1,46,16:27:24,23.164,23164
30,21,Esteban Ocon,1,50,15:40:18,31.645,31645
30,21,Esteban Ocon,2,52,14:05:51,30.664,30664
30,20,Lando Norris,1,9,15:06:31,30.596,30596
30,20,Lando Norris,2,13,16:06:40,30.720,30720
30,20,Lando Norris,3,49,16:37:51,27.776,27776
30,25,Daniel Ricciardo,1,26,14:14:49,27.391,27391
30,6,Valtteri Bottas,1,15,15:07:22,23.704,23704
30,6,Valtteri Bottas,2,32,15:58:52,28.101,28101
30,34,Guanyu Zhou,1,8,14:32:18,26.638,26638
30,34,Guanyu Zhou,2,33,16:16:19,24.884,24884
30,33,Sebastian Vettel,1,23,15:02:00,20.568,20568
30,33,Sebastian Vettel,2,34,14:50:23,20.930,20930
30,33,Sebastian Vettel,3,51,16:38:20,29.002,29002
30,30,Lance Stroll,1,35,16:25:12,24.462,24462
30,30,Lance Stroll,2,44,16:25:53,30.596,30596
30,10,Pierre Gasly,1,44,14:40:24,27.530,27530
30,31,Yuki Tsunoda,1,19,14:27:14,28.975,28975
30,31,Yuki Tsunoda,2,28,16:51:08,22.131,22131
30,31,Yuki Tsunoda,3,33,14:40:36,28.761,28761
30,1,Alexander Albon,1,24,14:20:13,29.558,29558
30,1,Alexander Albon,2,48,14:01:27,22.027,22027
30,15,Nicholas Latifi,1,45,14:39:45,23.007,23007
30,18,Kevin Magnussen,1,13,14:47:46,26.765,26765
30,18,Kevin Magnussen,2,44,15:40:40,22.638,22638
30,29,Mick Schumacher,1,19,14:19:12,31.190,31190
30,29,Mick Schumacher,2,23,14:46:49,29.272,29272
31,32,Max Verstappen,1,24,15:05:59,21.347,21347
31,32,Max Verstappen,2,32,16:01:40,22.855,22855
31,32,Max Verstappen,3,50,14:07:29,29.992,29992
31,22,Sergio Perez,1,14,15:57:11,25.127,25127
31,22,Sergio Perez,2,15,14:31:54,22.020,22020
31,22,Sergio Perez,3,17,14:25:06,26.421,26421
31,17,Charles Leclerc,1,9,15:40:04,21.705,21705
31,17,Charles Leclerc,2,34,16:26:24,23.945,23945
31,27,Carlos Sainz,1,18,15:00:57,23.445,23445
31,27,Carlos Sainz,2,36,16:36:40,23.427,23427
31,27,Carlos Sainz,3,48,14:07:21,30.439,30439
31,13,Lewis Hamilton,1,38,14:10:33,29.453,29453
31,13,Lewis Hamilton,2,46,14:12:38,24.669,24669
31,13,Lewis Hamilton,3,47,16:01:33,20.984,20984
31,26,George Russell,1,17,14:57:13,26.478,26478
31,26,George Russell,2,21,15:08:14,20.983,20983
31,2,Fernando Alonso,1,52,15:17:30,22.573,22573
31,21,Esteban Ocon,1,13,16:35:41,26.210,26210
31,20,Lando Norris,1,35,15:59:12,28.899,28899
31,20,Lando Norris,2,39,14:12:43,24.597,24597
31,25,Daniel Ricciardo,1,25,16:50:49,22.185,22185
31,25,Daniel Ricciardo,2,33,15:10:50,30.126,30126
31,25,Daniel Ricciardo,3,53,16:31:27,23.872,23872
31,6,Valtteri Bottas,1,25,16:06:38,25.722,25722
31,6,Valtteri Bottas,2,35,15:12:36,26.775,26775
31,6,Valtteri Bottas,3,46,15:57:40,26.282,26282
31,34,Guanyu Zhou,1,10,15:37:26,28.878,28878
31,34,Guanyu Zhou,2,18,16:52:56,25.308,25308
31,34,Guanyu Zhou,3,36,16:22:25,31.069,31069
31,33,Sebastian Vettel,1,19,15:50:11,25.786,25786
31,30,Lance Stroll,1,12,15:23:09,31.263,31263
31,30,Lance Stroll,2,21,14:00:20,25.651,25651
31,10,Pierre Gasly,1,29,15:36:50,24.002,24002
31,10,Pierre Gasly,2,53,14:35:04,25.768,25768
31,31,Yuki Tsunoda,1,21,14:06:35,29.138,29138
31,31,Yuki Tsunoda,2,46,16:38:56,25.055,25055
31,1,Alexander Albon,1,12,15:43:48,31.088,31088
31,1,Alexander Albon,2,44,15:52:20,27.630,27630
31,1,Alexander Albon,3,50,14:03:51,23.746,23746
31,15,Nicholas Latifi,1,10,14:07:28,27.401,27401
31,15,Nicholas Latifi,2,25,16:20:37,23.303,23303
31,18,Kevin Magnussen,1,9,14:41:50,25.170,25170
31,18,Kevin Magnussen,2,44,14:58:29,29.933,29933
31,29,Mick Schumacher,1,10,16:02:21,29.240,29240
31,29,Mick Schumacher,2,33,14:04:30,31.064,31064
32,32,Max Verstappen,1,34,15:20:48,25.431,25431
32,22,Sergio Perez,1,13,15:39:03,25.631,25631
32,22,Sergio Perez,2,43,15:44:29,26.944,26944
32,17,Charles Leclerc,1,15,16:06:01,26.626,26626
32,17,Charles Leclerc,2,49,14:52:00,24.170,24170
32,27,Carlos Sainz,1,28,16:27:14,31.765,31765
32,13,Lewis Hamilton,1,20,16:00:59,26.543,26543
32,26,George Russell,1,11,14:03:19,21.205,21205
32,26,George Russell,2,24,15:21:44,21.729,21729
32,2,Fernando Alonso,1,25,14:59:08,31.946,31946
32,2,Fernando Alonso,2,32,15:07:08,30.059,30059
32,21,Esteban Ocon,1,17,16:28:42,27.271,27271
32,21,Esteban Ocon,2,45,16:33:15,22.504,22504
32,20,Lando Norris,1,39,15:49:46,25.096,25096
32,20,Lando Norris,2,50,14:05:16,28.408,28408
32,25,Daniel Ricciardo,1,13,16:53:55,26.283,26283
32,25,Daniel Ricciardo,2,53,16:41:47,24.471,24471
32,6,Valtteri Bottas,1,12,14:00:42,21.487,21487
32,6,Valtteri Bottas,2,39,15:52:24,24.041,24041
32,6,Valtteri Bottas,3,52,15:06:21,23.578,23578
32,34,Guanyu Zhou,1,45,16:54:20,29.144,29144
32,33,Sebastian Vettel,1,27,16:09:54,27.938,27938
32,33,Sebastian Vettel,2,53,14:58:08,28.765,28765
32,30,Lance Stroll,1,31,15:55:39,26.817,26817
32,10,Pierre Gasly,1,20,15:27:10,21.624,21624
32,10,Pierre Gasly,2,33,15:55:36,31.743,31743
32,31,Yuki Tsunoda,1,17,16:07:15,22.255,22255
32,31,Yuki Tsunoda,2,37,15:11:17,20.771,20771
32,1,Alexander Albon,1,50,15:22:16,29.198,29198
32,15,Nicholas Latifi,1,43,15:27:13,21.877,21877
32,18,Kevin Magnussen,1,40,16:21:03,27.559,27559
32,29,Mick Schumacher,1,14,16:24:46,21.305,21305
32,29,Mick Schumacher,2,31,14:18:12,27.423,27423
33,32,Max Verstappen,1,25,16:31:33,29.176,29176
33,32,Max Verstappen,2,46,14:43:03,27.603,27603
33,22,Sergio Perez,1,15,14:57:02,22.387,22387
33,22,Sergio Perez,2,22,15:15:04,29.924,29924
33,17,Charles Leclerc,1,22,16:45:25,30.661,30661
33,17,Charles Leclerc,2,25,15:06:14,26.921,26921
33,27,Carlos Sainz,1,25,14:10:50,28.612,28612
33,27,Carlos Sainz,2,52,15:40:18,23.835,23835
33,13,Lewis Hamilton,1,26,14:11:32,20.550,20550
33,13,Lewis Hamilton,2,54,16:30:47,31.976,31976
33,26,George Russell,1,23,15:43:04,23.289,23289
33,26,George Russell,2,52,14:21:57,23.230,23230
33,2,Fernando Alonso,1,8,15:21:01,28.275,28275
33,2,Fernando Alonso,2,50,15:56:04,23.408,23408
33,21,Esteban Ocon,1,8,15:30:37,30.232,30232
33,20,Lando Norris,1,23,14:02:52,28.242,28242
33,25,Daniel Ricciardo,1,51,14:33:32,25.262,25262
33,6,Valtteri Bottas,1,17,14:19:51,22.038,22038
33,34,Guanyu Zhou,1,36,16:16:42,26.247,26247
33,34,Guanyu Zhou,2,39,15:23:29,28.470,28470
33,33,Sebastian Vettel,1,30,16:21:57,25.433,25433
33,30,Lance Stroll,1,46,14:17:43,28.435,28435
33,30,Lance Stroll,2,50,16:40:01,29.008,29008
33,10,Pierre Gasly,1,34,16:09:22,24.108,24108
33,31,Yuki Tsunoda,1,23,15:23:13,31.900,31900
33,31,Yuki Tsunoda,2,44,14:58:24,21.962,21962
33,1,Alexander Albon,1,25,16:57:58,31.621,31621
33,1,Alexander Albon,2,48,16:11:16,27.860,27860
33,15,Nicholas Latifi,1,29,15:17:19,30.152,30152
33,15,Nicholas Latifi,2,30,14:37:33,23.622,23622
33,15,Nicholas Latifi,3,33,15:53:39,31.998,31998
33,18,Kevin Magnussen,1,37,15:18:07,29.784,29784
33,29,Mick Schumacher,1,17,16:09:33,28.140,28140
33,29,Mick Schumacher,2,39,16:35:42,25.247,25247
33,29,Mick Schumacher,3,51,15:31:18,23.164,23164
34,32,Max Verstappen,1,26,15:02:13,20.755,20755
34,22,Sergio Perez,1,15,15:19:00,21.371,21371
34,22,Sergio Perez,2,45,15:42:53,27.550,27550
34,17,Charles Leclerc,1,24,15:56:18,22.756,22756
34,27,Carlos Sainz,1,40,14:05:45,29.687,29687
34,27,Carlos Sainz,2,50,14:46:12,24.934,24934
34,13,Lewis Hamilton,1,13,14:30:59,24.085,24085
34,13,Lewis Hamilton,2,26,14:51:43,26.310,26310
34,26,George Russell,1,33,15:58:19,22.107,22107
34,26,George Russell,2,35,15:11:36,30.281,30281
34,2,Fernando Alonso,1,28,16:49:12,22.780,22780
34,2,Fernando Alonso,2,45,14:26:35,24.596,24596
34,21,Esteban Ocon,1,27,15:36:59,21.902,21902
34,20,Lando Norris,1,19,15:06:08,26.659,26659
34,20,Lando Norris,2,42,15:44:20,29.127,29127
34,25,Daniel Ricciardo,1,51,15:22:27,26.358,26358
34,25,Daniel Ricciardo,2,53,15:26:29,28.143,28143
34,6,Valtteri Bottas,1,43,15:05:48,20.932,20932
34,34,Guanyu Zhou,1,27,16:32:23,24.475,24475
34,33,Sebastian Vettel,1,42,15:03:48,29.766,29766
34,30,Lance Stroll,1,16,15:51:48,20.597,20597
34,30,Lance Stroll,2,33,15:53:03,28.987,28987
34,30,Lance Stroll,3,50,14:17:53,21.887,21887
34,10,Pierre Gasly,1,14,15:36:30,22.095,22095
34,10,Pierre Gasly,2,29,15:55:03,31.814,31814
34,10,Pierre Gasly,3,46,16:37:43,22.489,22489
34,31,Yuki Tsunoda,1,11,14:33:09,31.994,31994
34,31,Yuki Tsunoda,2,53,16:31:08,29.708,29708
34,1,Alexander Albon,1,51,14:19:40,30.980,30980
34,15,Nicholas Latifi,1,8,16:12:07,30.718,30718
34,15,Nicholas Latifi,2,39,14:09:38,21.600,21600
34,18,Kevin Magnussen,1,14,14:30:01,23.847,23847
34,18,Kevin Magnussen,2,23,15:25:03,28.787,28787
34,18,Kevin Magnussen,3,41,15:25:30,22.495,22495
34,29,Mick Schumacher,1,23,16:28:54,30.539,30539
34,29,Mick Schumacher,2,24,16:07:27,31.283,31283
34,29,Mick Schumacher,3,42,16:01:11,22.896,22896
35,32,Max Verstappen,1,50,14:32:47,24.443,24443
35,22,Sergio Perez,1,20,15:18:42,28.371,28371
35,22,Sergio Perez,2,38,16:31:23,22.138,22138
35,17,Charles Leclerc,1,32,14:29:26,31.930,31930
35,17,Charles Leclerc,2,33,14:01:18,27.460,27460
35,27,Carlos Sainz,1,32,16:19:02,20.680,20680
35,27,Carlos Sainz,2,44,16:57:42,31.069,31069
35,13,Lewis Hamilton,1,10,15:56:46,22.782,22782
35,13,Lewis Hamilton,2,30,15:00:10,28.009,28009
35,26,George Russell,1,21,16:33:24,26.215,26215
35,26,George Russell,2,40,14:11:41,28.905,28905
35,2,Fernando Alonso,1,49,15:29:45,29.726,29726
35,21,Esteban Ocon,1,16,15:04:58,25.463,25463
35,21,Esteban Ocon,2,25,15:24:30,31.069,31069
35,21,Esteban Ocon,3,50,16:11:36,30.426,30426
35,20,Lando Norris,1,40,15:08:44,29.108,29108
35,20,Lando Norris,2,50,16:37:22,25.809,25809
35,25,Daniel Ricciardo,1,12,14:54:46,21.236,21236
35,25,Daniel Ricciardo,2,33,14:06:42,23.107,23107
35,6,Valtteri Bottas,1,51,15:48:14,28.305,28305
35,34,Guanyu Zhou,1,14,16:57:24,23.350,23350
35,34,Guanyu Zhou,2,23,14:03:39,27.382,27382
35,34,Guanyu Zhou,3,54,14:02:54,24.603,24603
35,33,Sebastian Vettel,1,31,16:53:01,30.437,30437
35,33,Sebastian Vettel,2,36,15:06:44,23.351,23351
35,30,Lance Stroll,1,16,16:12:12,29.900,29900
35,30,Lance Stroll,2,48,15:28:43,24.636,24636
35,10,Pierre Gasly,1,18,16:51:50,27.611,27611
35,10,Pierre Gasly,2,20,14:37:01,23.650,23650
35,31,Yuki Tsunoda,1,14,14:51:08,23.834,23834
35,31,Yuki Tsunoda,2,50,15:49:26,20.585,20585
35,1,Alexander Albon,1,12,16:46:58,23.536,23536
35,1,Alexander Albon,2,29,16:31:12,31.022,31022
35,15,Nicholas Latifi,1,38,15:39:57,26.268,26268
35,15,Nicholas Latifi,2,40,14:51:04,29.653,29653
35,15,Nicholas Latifi,3,44,15:40:24,27.690,27690
35,18,Kevin Magnussen,1,13,15:06:07,28.974,28974
35,18,Kevin Magnussen,2,16,14:03:38,28.670,28670
35,18,Kevin Magnussen,3,44,15:01:14,29.356,29356
35,29,Mick Schumacher,1,24,14:55:55,26.363,26363
35,29,Mick Schumacher,2,26,15:04:34,23.086,23086
35,29,Mick Schumacher,3,32,14:54:33,29.926,29926
36,32,Max Verstappen,1,27,14:34:44,30.635,30635
36,32,Max Verstappen,2,33,16:30:59,22.316,22316
36,32,Max Verstappen,3,40,16:01:02,24.809,24809
36,22,Sergio Perez,1,20,14:08:13,25.981,25981
36,22,Sergio Perez,2,24,16:21:59,29.463,29463
36,17,Charles Leclerc,1,11,14:51:36,28.586,28586
36,17,Charles Leclerc,2,23,16:53:48,30.494,30494
36,27,Carlos Sainz,1,12,16:39:59,30.300,30300
36,27,Carlos Sainz,2,30,16:30:08,21.820,21820
36,27,Carlos Sainz,3,34,16:02:06,24.932,24932
36,13,Lewis Hamilton,1,40,16:22:27,24.190,24190
36,26,George Russell,1,9,14:49:50,21.406,21406
36,26,George Russell,2,22,16:38:55,23.714,23714
36,2,Fernando Alonso,1,9,15:03:24,29.552,29552
36,2,Fernando Alonso,2,51,16:08:27,26.680,26680
36,21,Esteban Ocon,1,16,15:07:57,22.393,22393
36,21,Esteban Ocon,2,43,15:22:12,30.586,30586
36,20,Lando Norris,1,11,14:37:00,24.301,24301
36,20,Lando Norris,2,23,15:47:48,24.221,24221
36,25,Daniel Ricciardo,1,10,16:15:52,20.744,20744
36,25,Daniel Ricciardo,2,42,14:03:08,21.431,21431
36,25,Daniel Ricciardo,3,44,14:18:02,27.685,27685
36,6,Valtteri Bottas,1,46,15:08:38,24.501,24501
36,6,Valtteri Bottas,2,49,15:42:07,27.017,27017
36,34,Guanyu Zhou,1,12,14:31:45,29.407,29407
36,34,Guanyu Zhou,2,24,14:28:45,26.348,26348
36,33,Sebastian Vettel,1,31,16:15:33,25.295,25295
36,33,Sebastian Vettel,2,43,15:44:34,24.883,24883
36,30,Lance Stroll,1,11,16:39:31,27.231,27231
36,30,Lance Stroll,2,30,14:13:58,25.083,25083
36,10,Pierre Gasly,1,41,15:47:35,24.277,24277
36,31,Yuki Tsunoda,1,31,14:15:44,22.825,22825
36,1,Alexander Albon,1,15,15:53:02,20.848,20848
36,1,Alexander Albon,2,37,15:37:24,24.928,24928
36,15,Nicholas Latifi,1,11,16:24:31,25.072,25072
36,15,Nicholas Latifi,2,13,15:24:28,20.808,20808
36,18,Kevin Magnussen,1,21,14:42:27,26.714,26714
36,29,Mick Schumacher,1,27,16:48:22,21.012,21012
36,29,Mick Schumacher,2,50,16:48:57,20.925,20925
37,32,Max Verstappen,1,24,14:21:46,24.047,24047
37,32,Max Verstappen,2,45,15:55:27,30.683,30683
37,22,Sergio Perez,1,11,15:46:59,29.565,29565
37,22,Sergio Perez,2,14,15:54:34,31.607,31607
37,17,Charles Leclerc,1,44,16:16:10,29.811,29811
37,17,Charles Leclerc,2,54,15:47:59,26.747,26747
37,27,Carlos Sainz,1,8,16:17:05,25.098,25098
37,13,Lewis Hamilton,1,26,15:02:39,29.856,29856
37,13,Lewis Hamilton,2,29,15:17:42,24.993,24993
37,13,Lewis Hamilton,3,42,16:51:49,24.604,24604
37,26,George Russell,1,15,16:20:53,29.813,29813
37,26,George Russell,2,27,14:28:29,24.833,24833
37,2,Fernando Alonso,1,8,14:22:30,28.142,28142
37,21,Esteban Ocon,1,21,14:37:05,27.194,27194
37,21,Esteban Ocon,2,43,16:35:20,25.029,25029
37,20,Lando Norris,1,19,15:55:31,25.024,25024
37,20,Lando Norris,2,24,14:40:11,22.584,22584
37,20,Lando Norris,3,36,16:41:03,22.906,22906
37,25,Daniel Ricciardo,1,49,14:43:32,21.130,21130
37,6,Valtteri Bottas,1,10,16:14:03,29.567,29567
37,6,Valtteri Bottas,2,28,15:01:43,24.744,24744
37,6,Valtteri Bottas,3,45,16:45:02,26.289,26289
37,34,Guanyu Zhou,1,14,16:28:07,21.769,21769
37,34,Guanyu Zhou,2,30,14:15:13,28.872,28872
37,33,Sebastian Vettel,1,31,14:41:27,27.315,27315
37,33,Sebastian Vettel,2,51,14:01:20,25.138,25138
37,30,Lance Stroll,1,29,16:23:30,27.186,27186
37,30,Lance Stroll,2,31,16:01:10,25.317,25317
37,10,Pierre Gasly,1,17,14:06:38,30.186,30186
37,10,Pierre Gasly,2,26,15:32:45,23.964,23964
37,31,Yuki Tsunoda,1,40,14:24:53,26.136,26136
37,31,Yuki Tsunoda,2,45,14:42:46,30.046,30046
37,1,Alexander Albon,1,49,14:59:14,21.785,21785
37,15,Nicholas Latifi,1,44,16:26:34,29.482,29482
37,15,Nicholas Latifi,2,48,16:51:03,22.486,22486
37,18,Kevin Magnussen,1,41,15:20:17,29.025,29025
37,18,Kevin Magnussen,2,50,16:18:58,23.695,23695
37,29,Mick Schumacher,1,23,14:29:20,26.430,26430
38,32,Max Verstappen,1,15,15:46:56,24.449,24449
38,32,Max Verstappen,2,52,15:05:22,27.216,27216
38,22,Sergio Perez,1,12,15:38:14,31.204,31204
38,22,Sergio Perez,2,31,15:14:36,27.855,27855
38,17,Charles Leclerc,1,16,16:37:42,27.178,27178
38,17,Charles Leclerc,2,23,16:16:50,22.763,22763
38,17,Charles Leclerc,3,42,15:20:07,25.200,25200
